conversation_id,customer_message,intent_label,decision_label,predicted_intent,predicted_decision,decision_reason,draft_reply,retrieved_conversation_ids
290410,"Customer message 1: I m wondering since when Amazon has adopted late delivery policy. Since Oct 4 item is still not dispatched... Ordering on @115821 is mistake

Customer message 2: @AmazonHelp No... But the order is not moving ahead generally it gets shipped... But this time it's taking too long.. I need it urgently

Customer message 3: @AmazonHelp Your sellers are very notorious n irresponsible... It seems Amazon doesn't has any regulations for them..... Highly unsatisfied with you ppl

Customer message 4: @AmazonHelp Wow Amazon now we have to go and collect our parcels.. thanks for your pathetic service... We have to invest our time and money behind you.

Customer message 5: @AmazonHelp I don't know why you or your seller are engaged with such a irresponsible courier service...... Which asks you to come n collect 4m der offc",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2889250,@115821 has had me on hold for 30mins after being hung up on twice @AmazonHelp I was charged for a video game gift card that I did not purchase after my account was hacked.,I6,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2784447,"Ordered a gift card from @115821 and the @122232 driver posts it through the door, package clearly had been opened and gift card stolen?! 😡 @115821 @122232  https://t.co/vbM97hw9Ob @AmazonHelp I am just off the phone from the. Absolutely disgraceful that DPD driver still posted that even though it’s clearly been tampered with. 😔 @AmazonHelp Offered refund &amp; an investigation. Doesn’t help, I needed that gift card today! Have to buy an online code one instead &amp; wait for refund.",I2,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2614188,"@115830 terrible customer service, charges me over and over again for cancelled subscription. Awful!",I6,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1001010,"So @115850 prime lists/sells at higher than MRP. Caught. Now bribing me wth Rs.100 voucher. Save that for lawyer fees I'd say. @AmazonHelp @AmazonHelp Difference between 'best possible prices' and charging higher than MRP. And yes, that was quite a comment, which you shouldn't take lightly. @AmazonHelp Selling higher than the MRP is called cheating. Not a best deal. But then you are welcome to please yourself with your weak defence. @AmazonHelp The fact is you still don't get it. You make it all sound so silly. @AmazonHelp Yes. And this isn't getting resolved on Twitter so stop bothering. Will take up with the appropriate forum where you can do your explaining.",I6,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1513378,When u buy something from @115821 And it's pending delivery but links you to a different seller where it's in stock? Why ain't you got it? @AmazonHelp I just don't understand why other sellers now have it in stock but Amazon still doesn't.,I5,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2316722,Where to go no one are going to listen me neither @115821 nor #denabank nor @2155 . I am tired of refunding my money . I called them all and also sent them emails no reply coming from them 😌 what should I do ? Helpless. What a rabbis this is 😡 https://t.co/bC9w2Dg3qB @115821 @2155 Keep asking me charge dispute and I keep saying no,I6,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
366498,@AmazonHelp I’d like to undo an accidental cancellation of an order @ can’t find the option. Could you do it if I tell you the order # ?,I5,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2722631,@AmazonHelp @115830 @116324  useless. Your next day delivery doesn't work. You Cancelled my order so I booked for next day and you still didn't deliver or let me know it wasn't turning up. Wasted my weekend waiting and could of gone and got my shit myself. Cancelled prime,I5,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1217439,What the hell is wrong with amazon when i m telling them that my bank denies filing charge dispute with the reference number @AmazonHelp @AmazonHelp They are not filing the charge dispute ... @AmazonHelp It doesn't work i think they have blacklisted me @AmazonHelp i m going to take this up in consumer court as both amazon and bank is unwilling to help so whoever is at fault would pay the amount @AmazonHelp The bank and amazon can sort it out legally and return me my amount along with compensation just waiting for bank response @120692 @AmazonHelp That is of no use i have sent it previously also now just tell me what to do if bank denies filing charge dispute @120692,I6,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1217450,Ridiculous @115821 chat?Q: Why did gift order not arrive? A: Don't know. Q: Can I cancel &amp; try again? A: Maybe Q: how? A: Don't know @AmazonHelp ^LB - not even close. I will send a message now,I5,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
349728,@115850 worst service by ur team placed an order twice bt its cancelled without informing me n no reason is being given 4 d same,I5,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
685676,"@115830 off my bank statement AGAIN, I am getting pretty pissed off this is still happening I've even cancelled my card? Your not allowed to do this its illegal?
AMAZON UK PRIME AM
https://t.co/Zl2n9mskBU @AmazonHelp You took money from my account last month, cancelled by phone, paid monies back to me, then again you took money from my account &amp; I cancelled again, &amp; now today I have just noticed you have took it again, I've gone to cancel again &amp; it won't let me into my account! @AmazonHelp I've cancelled twice &amp; even removed my debit card...this is surely illegal? @AmazonHelp I've handed the case to the fraud team at my bank",I6,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2918712,"@115821  @AmazonHelp you guys completely scammed me out of almost $100 on my credit card for charges I didn't authorize. I TOLD numerous customer reps ahead of time &amp; no one took me seriously.  I have the physical bill to prove it now. @115821 @AmazonHelp No one got back to me via email as promised and I have the email chain to dispute these bogus charges from you with my credit card company.  This is absolutely distasteful business practice on your end. How can you legally do this? Blows my mind. @AmazonHelp  https://t.co/ArPEWWtc63 @AmazonHelp Not only did I call back time and again saying I am receiving real time notifications that Amazon keeps charging me and over charging me, but no one ever took me seriously. @AmazonHelp  https://t.co/grFwfWyQRh @AmazonHelp As I told everyone... I'm being charged without my authorization.  Here's my physical bill I received today. @AmazonHelp And from every rep, they kept saying they will ""personally"" call me back.  NOT ONE called me back to follow up.  I'm currently on hold with my CC company and will be debating these charges with the email correspondence from your end. @AmazonHelp None of these charges even remotely correspond to anything I purchased from you. @AmazonHelp Yes. And no one knows why the charges are as they were. The person on the phone basically shooed me off and said he will get back to me but never did.",I6,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
586849,"@AmazonHelp I order a Pearl KKT phone on 14 Nov as a birthday gift. You cancel the order some days later due to lack of inventory. I order it again, from another dealer, at a higher price. You cancel it on 25 Nov, birthday date; same reason. I'm humiliated. I demand compensation.",I5,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2316635,"@115850 order canceled saying payment failure but money debited from the account. It's already 2 days and still no refund from the bank. @AmazonHelp Okay, will wait for 2 more days then.",I5,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
